brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Available Stock
DELL,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1324.31,20,26486.2,309.0
DELL,Inspiron 5410 Laptop,14 Inches,"Grey, Platinum Silver",128 GB,Core i7,4 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1376.99,19,26162.81,326.0
DELL,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,899.99,13,11699.87,389.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1799.0,39,70161.0,130.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1231.99,24,29567.76,326.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1558.96,62,96655.52,337.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,15,8849.85,472.0
DELL,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,2301.99,53,122005.47,414.0
LENOVO,Lenovo ThinkBook 13s G4 IAP,13.3 Inches,Arctic Grey,512 GB,Core i7 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard",Integrated,,,,739.99,63,46619.37,133.0
LENOVO,Yoga 7 82QG,16 Inches,Arctic Grey,512 GB,Core i7 Family,16 GB,Windows 11 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,,,,459.99,40,18399.6,377.0
DELL,XPS 9320 Laptop,13.4 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,820.99,46,37765.54,236.0
DELL,Precision 5770 Laptop,17 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,1599.0,18,28782.0,144.0
DELL,Alienware m18 Laptop,18 Inches,Dark Metallic Moon,1000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,1354.99,51,69104.49,495.0
DELL,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,838.7,28,23483.6,367.0
DELL,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,4274.55,40,170982.0,356.0
DELL,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,899.99,20,17999.8,399.0
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,928.68,43,39933.24,364.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,1347.47,22,29644.34,88.0
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,29,11309.71,388.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1626.99,17,27658.83,127.0
DELL,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,459.99,34,15639.66,116.0
DELL,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,298.7,48,14337.6,190.0
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,589.99,50,29499.5,376.0
DELL,Vostro 3510 Laptop,15.6 Inches,Black,256 GB,Core i5,4 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1788.99,52,93027.48,433.0
DELL,XPS 9510 Laptop,15.6 Inches,Platinum Silver,8000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce GTX 1650 Ti,,,,1399.95,58,81197.1,434.0
DELL,Latitude 3540 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,389.99,57,22229.43,445.0
DELL,XPS 9320 Laptop,13.4 Inches,Gray,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1455.66,25,36391.5,115.0
LENOVO,Legion Pro 5,16 Inches,Onyx grey,1 TB,Intel Core i9,48 GB,Windows 11 Home,"High Definition Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,899.99,28,25199.72,455.0
DELL,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1549.0,44,68156.0,164.0
DELL,Latitude 7420 2-in-1,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,637.99,39,24881.61,314.0
DELL,Latitude 7320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,179.55,23,4129.65,184.0
DELL,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,2316.99,53,122800.47,115.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,1889.99,55,103949.45,134.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,1999.0,30,59970.0,136.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,1099.0,60,65940.0,332.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,270.28,54,14595.12,275.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,981.99,57,55973.43,269.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1699.0,60,101940.0,170.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1168.52,53,61931.56,137.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1449.81,27,39144.87,218.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,659.99,29,19139.71,111.0
DELL,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,,899.99,20,17999.8,249.0
LENOVO,Yoga 7,15.6 Inches,Dark Moss,4 TB,Core i7 Family,12 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Numeric Keypad",Integrated,,,,1046.99,18,18845.82,239.0
DELL,Inspiron 15 3525,15.6 Inches,Platinum Silver,2 TB,AMD Ryzen 7,64 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,459.99,18,8279.82,373.0
DELL,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,389.99,32,12479.68,281.0
DELL,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,,,,1699.0,42,71358.0,296.0
DELL,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,639.99,64,40959.36,297.0
DELL,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,999.99,56,55999.44,391.0
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,459.99,21,9659.79,176.0
DELL,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,589.99,60,35399.4,315.0
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,589.99,16,9439.84,250.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,25,9749.75,90.0
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,959.99,46,44159.54,163.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,885.99,26,23035.74,380.0
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1495.99,56,83775.44,155.0
DELL,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,319.0,38,12122.0,311.0
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1049.99,16,16799.84,107.0
ACER,Nitro 17,17.3 Inches,Obsidian Black,4 TB,Ryzen 7,64 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,3431.25,50,171562.5,443.0
DELL,Latitude 7420 Laptop,14 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,2790.04,27,75331.08,379.0
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1729.98,15,25949.7,316.0
DELL,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i5,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,244.0,12,2928.0,211.0
DELL,Latitude 7420 Laptop,14 Inches,,1000 GB,Core i5,16 GB,Windows 11 Home,,Integrated,,,,204.95,37,7583.15,208.0
DELL,XPS 9530 Laptop,15.6 Inches,Platinum Silver,4000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,247.05,64,15811.2,275.0
DELL,Inspiron 3501 Laptop,15.6 Inches,Black,128 GB,Core i5,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1357.99,63,85553.37,217.0
DELL,Latitude 9420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,589.99,12,7079.88,179.0
DELL,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1670.17,29,48434.93,193.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,425.99,59,25133.41,466.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,589.99,49,28909.51,356.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,1699.0,18,30582.0,152.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,999.99,64,63999.36,209.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1457.99,19,27701.81,276.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,3182.99,60,190979.4,300.0
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,2299.0,36,82764.0,497.0
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1599.0,50,79950.0,84.0
DELL,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,899.99,40,35999.6,225.0
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,6000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,535.99,59,31623.41,228.0
DELL,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,939.99,44,41359.56,212.0
DELL,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,459.99,51,23459.49,349.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,2439.99,39,95159.61,132.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1183.99,20,23679.8,487.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,51,30089.49,255.0
DELL,Latitude 5420 Laptop,14 Inches,Black,128 GB,Core i5,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,254.98,14,3569.72,115.0
DELL,Latitude 9520 Laptop,15 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,395.0,34,13430.0,304.0
DELL,Latitude 7320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,389.99,48,18719.52,408.0
DELL,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1125.99,50,,
DELL,Latitude 7420 Laptop,14 Inches,,2000 GB,Core i5,,Windows 11 Home,,,,,,1328.99,24,39521.79,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,714.99,50,45873.0,
DELL,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A5500,,,,3176.99,21,71128.85,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1599.0,31,24569.37,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1699.0,49,50799.0,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,40,56999.43,
DELL,Precision 7560 Laptop,15.6 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia T1200,,,,2126.99,22,59963.28,
DELL,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,953.82,44,32281.0,
DELL,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1584.99,17,39535.84,
DELL,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,921.99,23,12975.0,
DELL,Vostro 3510 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,719.99,26,88199.37,
DELL,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,64 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,2877.06,30,40280.94,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,821.99,59,17939.54,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,660.99,51,21779.82,
DELL,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,"Nvidia GeForce RTX 4070, Dedicated",,,,2675.28,26,19739.53,
DELL,Alienware m16 Laptop,16 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,1989.85,51,38751.44,
DELL,Alienware m18 Laptop,18 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2244.54,46,51999.48,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,44,106553.41,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,44,13339.71,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,54,17843.88,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,2109.99,18,100241.0,
DELL,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1761.99,63,23816.52,
DELL,Latitude 5420 Laptop,14 Inches,Black,2000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1283.99,31,28013.04,
DELL,Vostro 3510 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,877.99,25,31149.36,
DELL,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1231.99,24,151487.36,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,647.99,57,11103.12,
DELL,Inspiron 16 5620,16 Inches,Platinum Silver,2 TB,Core i7 Family,16 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,,1479.0,34,88381.41,
DELL,Latitude 7440 Laptop,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1305.17,13,21449.45,
DELL,Inspiron 5620 Laptop,16 Inches,"Grey, Gray, Platinum Silver",256 GB,Core i5,12 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,739.99,63,11519.82,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,953.82,14,19839.69,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,26,77961.0,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,899.99,26,20669.47,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,639.99,22,20669.47,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1599.0,34,72757.28,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1699.0,50,36309.0,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,56,42503.76,
DELL,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,821.99,21,51299.43,
DELL,Alienware x14 R2 Laptop,14 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,2033.26,48,63999.36,
ASUS,TUF Gaming A17,17.3 Inches,Graphite Black,1 TB,Ryzen 5 4600H,24 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1139.0,32,57999.42,
LG,Gram 16 Pro,16 Inches,Black,8 TB,Core i7 Family,32 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,2489.99,26,15080.0,
DELL,Latitude 7440 Laptop,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1305.17,54,123156.0,
DELL,Precision 7680 Laptop,16 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,,,2400.99,58,44099.37,
DELL,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,2000 GB,AMD Ryzen 7,32 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070,,,,2255.92,37,108834.0,
DELL,G15 5530 Laptop,15.6 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,1409.99,26,30679.48,
DELL,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3080 Ti,,,,3196.99,45,29468.81,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,14,30107.0,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,17,57089.45,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,13,48107.43,
DELL,Latitude 3420 Laptop,14 Inches,Black,128 GB,Core i7,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,2211.99,51,16367.0,
DELL,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1059.67,31,22419.62,
DELL,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,942.99,32,52199.42,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,2535.99,56,54368.0,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,956.49,46,27998.83,
DELL,Inspiron 7420 2-in-1,14 Inches,"Grey, Gray, Platinum Silver",128 GB,Core i7,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,777.02,20,2999.85,
DELL,Latitude 7420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1014.99,23,27972.0,
DELL,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1015.99,49,33823.72,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,953.82,43,8549.81,
DELL,Inspiron 3501 Laptop,15.6 Inches,Black,2000 GB,Core i3,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,635.67,32,46798.2,
DELL,Latitude 7520 Laptop,15.6 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1077.99,23,184439.42,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,29,20543.6,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,899.99,38,24588.0,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,639.99,35,112149.0,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1599.0,60,145597.4,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1699.0,64,45294.84,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,43,43978.0,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,586.96,35,7280.0,
DELL,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,2810.99,60,7409.81,
DELL,Latitude 7420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1056.99,27,30300.6,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1037.99,34,37627.2,
HP,15-DY100,15.6 Inches,Natural Silver,2 TB,Core i3-1005G1,48 GB,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,839.0,20,8819.55,
